0,,25
1,,88
2,,11
3,,97
4,,41
5,,63
6,,13
7,,74
8,,79
9,,29
10,,1
11,,46
12,,72
13,,91
14,,51
15,,69
16,,16
17,,24
18,,76
19,,20
20,,48
21,,33
22,,6
23,,76
24,,94
25,,2
26,,25
27,,28
28,,2
29,,35
30,,17
31,,76
32,,91
33,,50
34,,75
35,,61
36,,88
37,,21
38,,59
39,,29
40,,7
41,,62
42,,8
43,,76
44,,78
45,,70
46,,68
47,,88
48,,17
49,,56
0,16
0,20
0,26
0,48
1,6
1,8
1,11
2,27
2,33
2,47
3,6
3,10
3,45
4,6
4,9
4,11
4,13
4,19
4,28
4,35
5,9
5,19
5,21
5,23
5,25
5,27
5,38
5,47
5,49
6,7
6,10
6,12
6,18
6,26
6,29
6,35
7,17
7,27
7,30
7,34
7,44
7,49
8,43
9,15
9,23
9,27
9,33
9,34
9,43
9,48
10,46
10,47
10,49
11,24
11,40
12,14
12,24
12,41
12,46
12,48
13,19
13,29
13,47
15,16
15,19
15,20
15,24
15,32
15,34
15,46
16,28
16,32
16,37
17,23
17,39
17,45
18,19
18,25
18,26
18,27
18,42
18,45
18,46
19,20
19,40
19,45
19,46
19,49
20,31
21,24
21,47
22,24
22,45
23,27
23,36
23,44
23,45
23,46
24,40
25,31
26,35
26,40
26,43
26,48
28,44
29,34
29,37
30,32
30,38
30,44
30,47
31,48
32,40
33,38
34,43
36,40
37,41
37,46
38,39
40,46
40,48
41,49
44,48
