0,,41
1,,37
2,,98
3,,37
4,,43
5,,74
6,,76
7,,34
8,,84
9,,31
10,,76
11,,17
12,,1
13,,6
14,,84
15,,30
16,,34
17,,68
18,,97
19,,39
20,,94
21,,13
22,,77
23,,56
24,,8
25,,78
26,,4
27,,41
28,,10
29,,65
30,,98
31,,26
32,,29
33,,3
34,,6
35,,60
36,,85
37,,34
38,,60
39,,85
40,,8
41,,31
42,,7
43,,39
44,,27
45,,3
46,,1
47,,56
48,,85
49,,67
0,10
0,16
0,29
0,44
0,47
1,5
1,6
1,30
1,35
1,44
2,15
2,23
2,33
2,35
3,15
3,30
4,14
4,28
4,35
4,48
5,6
5,12
5,46
6,11
6,18
6,23
6,27
6,28
7,15
7,19
7,22
7,25
8,13
8,21
8,37
8,41
8,48
9,20
9,21
9,35
10,14
10,18
10,19
10,25
10,28
10,35
11,17
11,25
11,26
11,29
11,34
11,35
11,41
11,49
12,19
12,33
12,35
12,44
13,40
13,47
14,21
14,33
15,25
15,35
16,20
16,31
16,32
16,42
16,43
16,45
17,26
17,28
17,29
17,32
18,19
18,20
18,32
18,42
19,25
19,29
19,30
19,43
20,27
20,41
20,44
20,45
21,22
21,32
22,38
23,43
24,26
24,37
24,48
25,32
25,38
25,42
25,44
25,49
26,36
27,33
27,38
28,46
29,42
29,45
29,49
30,40
31,35
31,44
31,46
32,42
33,37
34,37
34,41
35,49
36,43
37,39
37,40
37,42
38,49
39,41
43,47
43,49
45,46
