0,,84
1,,146
2,,103
3,,72
4,,21
5,,186
6,,126
7,,29
8,,113
9,,22
10,,95
11,,41
12,,70
13,,171
14,,72
15,,115
16,,152
17,,148
18,,147
19,,22
20,,48
21,,53
22,,135
23,,32
24,,186
25,,44
26,,129
27,,162
28,,185
29,,13
30,,64
31,,187
32,,75
33,,85
34,,37
35,,128
36,,132
37,,37
38,,151
39,,148
40,,138
41,,145
42,,11
43,,88
44,,189
45,,197
46,,94
47,,47
48,,163
49,,11
50,,85
51,,11
52,,184
53,,168
54,,152
55,,28
56,,198
57,,41
58,,124
59,,173
60,,185
61,,132
62,,68
63,,129
64,,134
65,,41
66,,71
67,,46
68,,171
69,,180
70,,192
71,,21
72,,112
73,,85
74,,150
75,,157
76,,179
77,,27
78,,155
79,,14
80,,132
81,,173
82,,87
83,,165
84,,122
85,,90
86,,127
87,,157
88,,87
89,,28
90,,67
91,,146
92,,99
93,,152
94,,12
95,,187
96,,45
97,,6
98,,80
99,,12
0,35
0,66
1,71
2,39
2,48
2,67
3,10
3,28
3,89
3,99
4,75
5,30
5,61
5,95
5,96
6,54
7,40
7,54
7,80
7,88
8,10
8,27
8,57
8,63
8,90
9,82
11,93
12,33
13,73
13,89
14,86
14,95
15,16
15,43
15,62
16,17
17,30
18,92
19,39
20,25
21,59
22,31
22,86
23,41
24,64
24,68
25,76
26,32
26,58
26,78
27,46
27,82
29,59
29,91
31,45
31,77
33,94
34,72
34,83
35,47
35,53
35,66
35,69
36,85
37,56
37,65
38,40
39,65
39,79
41,49
41,50
42,95
42,99
44,47
48,83
49,84
50,74
51,58
51,72
52,60
52,61
52,74
53,80
55,70
55,91
58,85
63,64
64,66
64,98
66,83
69,71
70,97
74,91
75,77
76,77
76,87
76,93
81,87
81,94
82,92
