0,,14
1,,120
2,,108
3,,122
4,,42
5,,3
6,,76
7,,15
8,,60
9,,47
10,,150
11,,172
12,,143
13,,180
14,,72
15,,42
16,,152
17,,148
18,,94
19,,119
20,,85
21,,123
22,,77
23,,71
24,,65
25,,49
26,,37
27,,32
28,,67
29,,14
30,,110
31,,136
32,,140
33,,39
34,,7
35,,90
36,,51
37,,26
38,,176
39,,22
40,,7
41,,147
42,,174
43,,81
44,,27
45,,147
46,,161
47,,122
48,,162
49,,129
50,,33
51,,57
52,,77
53,,55
54,,197
55,,97
56,,158
57,,156
58,,38
59,,148
60,,126
61,,6
62,,39
63,,84
64,,139
65,,73
66,,111
67,,190
68,,157
69,,194
70,,40
71,,193
72,,179
73,,169
74,,174
75,,171
76,,189
77,,126
78,,81
79,,125
80,,30
81,,175
82,,59
83,,191
84,,47
85,,196
86,,136
87,,124
88,,103
89,,39
90,,197
91,,4
92,,150
93,,185
94,,114
95,,104
96,,135
97,,30
98,,199
99,,33
0,77
1,12
1,87
1,97
2,46
2,83
3,31
3,97
4,63
4,80
4,84
4,95
5,7
5,48
5,60
6,19
6,57
6,69
6,95
7,66
8,19
8,98
9,41
9,63
9,99
10,11
10,29
12,73
13,14
13,43
13,68
15,92
16,50
16,66
16,90
17,45
18,39
18,52
20,44
21,41
21,76
22,55
23,60
23,78
24,29
24,51
24,72
25,38
25,66
26,33
26,58
27,65
27,82
28,87
28,94
29,44
29,91
29,98
30,40
30,43
30,56
32,37
32,55
33,63
34,91
35,78
35,89
36,95
37,63
38,56
39,78
40,79
42,54
42,72
43,59
43,87
45,58
47,79
47,93
48,62
49,55
50,96
53,83
53,86
55,61
58,71
58,72
61,70
64,97
65,74
67,92
69,92
74,94
75,78
76,83
77,81
78,88
81,84
81,85
84,88
