0,,55
1,,2
2,,75
3,,51
4,,3
5,,49
6,,64
7,,98
8,,34
9,,20
10,,10
11,,52
12,,41
13,,94
14,,19
15,,25
16,,36
17,,26
18,,81
19,,84
20,,66
21,,73
22,,71
23,,64
24,,35
25,,90
26,,33
27,,17
28,,97
29,,42
30,,74
31,,33
32,,21
33,,9
34,,65
35,,89
36,,34
37,,10
38,,80
39,,33
40,,1
41,,35
42,,21
43,,87
44,,16
45,,39
46,,6
47,,88
48,,61
49,,5
0,16
0,29
0,34
0,39
0,40
0,42
0,47
1,2
1,4
1,5
1,20
1,37
2,9
2,10
2,13
2,16
2,28
2,42
2,46
3,6
3,16
4,5
4,29
5,17
5,21
5,22
5,25
6,18
6,26
6,48
7,9
7,27
7,47
8,20
8,22
8,23
9,22
9,42
10,36
10,43
11,49
12,33
12,34
12,42
12,48
13,15
13,19
13,49
14,19
14,39
15,22
15,28
15,35
15,41
15,43
16,18
16,19
16,31
16,43
17,20
17,29
17,30
17,34
17,43
18,22
18,23
18,31
18,32
18,37
18,38
18,46
18,48
19,24
19,27
19,30
19,37
19,38
20,21
20,26
20,46
21,35
21,44
21,47
22,44
23,25
23,31
23,33
23,43
24,31
24,35
25,26
25,41
26,36
26,40
27,31
27,40
28,46
29,41
29,45
29,47
30,35
30,37
31,36
32,44
32,48
32,49
33,45
34,45
34,48
35,39
36,40
36,42
36,43
36,47
37,39
37,45
38,46
40,47
41,43
43,46
44,46
45,46
47,48
